# บ้านไท ฮาร์ดแวร์ Shopee · 687 รายการ · อัปเดต 2026-09-06 · ไม่มีราคา/สต๊อก · ลิงก์=shopee.co.th/product/54723061/<id>
id	ชื่อสินค้า	หมวด	หมวดย่อย	แบรนด์	ตัวเลือก
16908552324	ถุงมือผ้า ถุงมือทอผ้าฝ้าย 4,5,6,7ขีด 12คู่ อย่างหนา (สีขาว/สีเทา) ราคาถูก	เซฟตี้-อุปกรณ์ป้องกัน	ถุงมือ		6ขีด สีขาว / 5ขีด สีขาว / 4ขีด สีขาว / 7ขีด สีขาว / 7ขีด สีเทา
6381064996	ถุงมือแม่บ้าน ยางธรรมชาติสีส้ม STAR เอนกประสงค์ ใส่สบาย SIZE S M L (ความกว้างมือ 9.5 cm.)	เซฟตี้-อุปกรณ์ป้องกัน	ถุงมือ	Star(สตาร์)	S / M / L / S- / M- / L-
24729010067	**ยกกล่อง 12คู่** ถุงมือยาง สีส้ม ถุงมืออเนกประสงค์ SWAN มี 3 ขนาด S (7") , M (7-1/2") , L (8") เหนียวทนทาน	เซฟตี้-อุปกรณ์ป้องกัน	ถุงมือ	Swan(สวอน)	L (8") / S (7") / M (7-1/2")
24273439966	**ยกกล่อง12คู่** ถุงมือหนังแท้อเนกประสงค์ Eagle one 13นิ้ว (คละสี) มีซับในกันความร้อน เหมาะสำหรับงานทั่วไป	เซฟตี้-อุปกรณ์ป้องกัน	ถุงมือ	Eagle One(อีเกิ้ล วัน)	
24527130788	***ยกกล่อง 12ชิ้น*** ถุงมือยางดำหนา TIGER TEX หนา #222 ยาว 12 นิ้ว ถุงมือยางพารา-ถุงมือยางกันสารเคมี	เซฟตี้-อุปกรณ์ป้องกัน	ถุงมือ	Tiger(ไทเกอร์)	
25577896585	***ยกโหล 12คู่*** ถุงมือหนังสลับ 2 สี ขนาด สั้น และ ยาว ใช้สำหรับจับชิ้นงาน	เซฟตี้-อุปกรณ์ป้องกัน	ถุงมือ		ยาว / สั้น
25428191284	*ยกโหล 12ชิ้น* ถุงมือเคลือบยางพารา อย่างหนา ถุงมือผ้าเคลือบยางสีส้มใช้งานอเนกประสงค์ ป้องกันบาดกันลื่น ถุงมืองานช่าง	เซฟตี้-อุปกรณ์ป้องกัน	ถุงมือ		
24023520639	( 1คู่ ) รองเท้าบูทยาว กันน้ำ ทำนา ทำสวน สูง12นิ้ว เบอร์ 10-12" คุณภาพดี ราคาถูก คุ้มค่า	เซฟตี้-อุปกรณ์ป้องกัน	แว่น-หน้ากาก-รองเท้า-ชุดกันฝน	Bowling(โบว์ลิ่ง)	10" / 10.5" / 11" / 11.5" / 12"
24577718211	( 1ชิ้น) แว่นตากันสะเก็ด รุ่นปรับขา เเว่นตากันลม เเว่นตานิรภัย เเว่นตาช่างเชื่อม สีใส สีดำอ่อน สีดำเข้ม	เซฟตี้-อุปกรณ์ป้องกัน	แว่น-หน้ากาก-รองเท้า-ชุดกันฝน		แว่นตา ใส / แว่นตา ดำอ่อน / แว่นตา ดำเข้ม
24127582043	(1ชิ้น) หน้ากากกันแสงเชื่อม หน้ากากอ๊อก สวมหัว พลาสติก+กระจกใส กระจกดำ M5 คุณภาพดี	เซฟตี้-อุปกรณ์ป้องกัน	แว่น-หน้ากาก-รองเท้า-ชุดกันฝน		
25975741941	(1ชิ้น) MAMAZAKI แว่นตา นิรภัย เซฟตี้ กันสะเก็ด มี 3สี #สีใส #สีดำน้อย และ #สีดำมาก	เซฟตี้-อุปกรณ์ป้องกัน	แว่น-หน้ากาก-รองเท้า-ชุดกันฝน		สีดำปานกลาง เบอร์#6 / สีดำมาก เบอร์#8 / สีใส เบอร์#0
25727712420	**ยกกล่อง 12ชิ้น** แว่นตากันสะเก็ด รุ่นปรับขา เเว่นตากันลม เเว่นตานิรภัย เเว่นตาช่างเชื่อม สีใส สีดำอ่อน สีดำเข้ม	เซฟตี้-อุปกรณ์ป้องกัน	แว่น-หน้ากาก-รองเท้า-ชุดกันฝน		แว่นตา ดำเข้ม / แว่นตา ใส / แว่นตา ดำอ่อน
24775741012	**ยกกล่อง12ชิ้น** MAMAZAKI แว่นตา นิรภัย เซฟตี้ กันสะเก็ด มี 3สี #สีใส #สีดำน้อย และ #สีดำมาก	เซฟตี้-อุปกรณ์ป้องกัน	แว่น-หน้ากาก-รองเท้า-ชุดกันฝน		สีดำปานกลาง เบอร์#6 / สีดำมาก เบอร์#8 / สีใส เบอร์#0
23755305654	(1กล่องเล็ก) ตะปูสังกะสี ตะปูหมวก ชุบอย่างดี ตรานายช่าง มีคุณภาพสูง ขนาด 1 3/4 x 13	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	ตะปู-ลูกแม็ก		เขียว30ตัว / แดง50ตัว / แดง60ตัว / แดง40ตัวชุบหัวเขียว / น้ำเงิน40ตัว
24821002199	(1ชิ้น) ถุงตะปูยีนส์ ถุงตะปูช่าง ถุงอุปกรณ์ช่าง กระเป๋าช่าง กระเป๋าใส่ตะปู ถุงผ้ายีนส์หนาใส่ของ มีรูสำหรับสอดเข็มขัด	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	ตะปู-ลูกแม็ก		
21484397649	(กล่องเล็ก) ตะปู ตะปูคอนกรีต ยี่ห้อ META มี 2 สีขาว ดำ คุณภาพดี	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	ตะปู-ลูกแม็ก		25mm x 2.0,ดำ / 45mm x 2.5,ดำ / 35mm x 2.0,ดำ / 40mm x 2.0,ขาว / 35mm x 2.0,ขาว / 25mm x 2.0,ขาว / 18mm x 2.0,ดำ / 18mm x 2.0,ขาว / 50mm x 2.5,ขาว / 30mm x 2.0,ดำ / 20mm x 2.0,ดำ / 30mm x 2.0,ขาว / 50mm x 2.5,ดำ / 45mm x 2.5,ขาว / 20mm x 2.0,ขาว / 40mm x 2.0,ดำ
23737280087	ตะปูคอนกรีตขาว ตราเพชร ทุกขนาด (แพ็ค 1 กก.)	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	ตะปู-ลูกแม็ก	Diamondbrand(ตราเพชร)	12 x 1" / 12 x 1.1/2" / 7 x 3" / 7 x 4" / 8 x 2.1/2" / 9 x 1" / 9 x 1.1/2" / 9 x 2"
29703438301	ตะปูตอกไม้ ตราหมี ขนาด 18 กก. ตะปู ปลายแหลมศูนย์ตรง ได้รับมาตราฐาน มอก. งานไม้ ก่อสร้าง ไม่หักไม่งอไม่สนิม	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	ตะปู-ลูกแม็ก		1x16 / 4x7 / 2x13 / 2.1/2x10 / 3x10
20584404656	ตะปู ตะปูคอนกรีต **10กล่อง** ยี่ห้อ META มี 2 สีขาว ดำ คุณภาพดี	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	ตะปู-ลูกแม็ก		*ยกกล่อง*40mm x 2.0,ขาว / *ยกกล่อง*30mm x 2.0,ดำ / *ยกกล่อง*20mm x 2.0,ขาว / *ยกกล่อง*30mm x 2.0,ขาว / *ยกกล่อง*45mm x 2.5,ดำ / *ยกกล่อง*18mm x 2.0,ขาว / *ยกกล่อง*45mm x 2.5,ขาว / *ยกกล่อง*25mm x 2.0,ขาว / *ยกกล่อง*18mm x 2.0,ดำ / *ยกกล่อง*20mm x 2.0,ดำ / *ยกกล่อง*40mm x 2.0,ดำ / *ยกกล่อง*50mm x 2.5,ขาว / *ยกกล่อง*50mm x 2.5,ดำ / *ยกกล่อง*35mm x 2.0,ขาว / *ยกกล่อง*35mm x 2.0,ดำ / *ยกกล่อง*25mm x 2.0,ดำ
18584361510	ตะปูสังกะสี ตะปูหมวก **ยกลัง** ชุบอย่างดี ตรานายช่าง มีคุณภาพสูง ขนาด 1 3/4 x 13	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	ตะปู-ลูกแม็ก		*ยกลัง* ปลีก20กิโล / *ยกลัง* น้ำเงิน40ตัว / *ยกลัง* แดง50ตัว / *ยกลัง* เขียว30ตัว / *ยกลัง* แดง60ตัว / *ยกลัง* แดงชุบเขียว
23264205169	**ยกโหล 12ชิ้น** ถุงตะปูยีนส์ ถุงตะปูช่าง ถุงอุปกรณ์ช่าง กระเป๋าช่าง กระเป๋าใส่ตะปู ยีนส์หนาใส่ของ มีรูสำหรับสอดเข็มขัด	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	ตะปู-ลูกแม็ก		
27153811831	(1กุรุส) สกรู ตะปูควง ตรา M สกรูเกลียวปล่อย หัวแฉกแบน สกรูดำ ตะปูควงเหล็ก อุปกรณ์งานช่าง แข็งแรง ทนทาน	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		1.3/4x9 / 1.1/4x8 / 1.1/2x10 / 7/8x7 / 1/2x4 / 1x10 / 1.1/2x7 / 1x7 / 5/8x5 / 3/8x3 / 3/4x6 / 2x10 / 1.1/4x7 / 1.1/2x8 / 1.1/2x9 / 1x6 / 2x9 / 1x8 / 1.3/4x8
24123643477	(1ชิ้น) เกลียวเร่ง TURN BACKLE ผลิตจากเหล็กเหนียวอย่างดี ตะขอ ตะขอยึด เกลียวเร่ง 1/4,5/16,3/8 เกลียวเร่งแบน	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน	Pansiam(แพนสยาม)	1/4" / 5/16" / 3/8"
29300564500	**1ถุง** แหวนมิเนียม แหวนอีแปะ แหวนรองน็อต ของแท้100% คุณภาพดี มีมาตรฐาน ทนความร้อนสูง ขนาด 1 กิโลกรัม	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		5/32 / 3/16(1หุนครึ่ง) / 1/4(2หุน) / 5/16(2หุนครึ่ง) / 3/8(3หุน) / 1/8(1หุน)
25832648814	(1ห่อ/40ชุด) น็อตชั้นเหล็กฉาก 40 ชุด น็อตฉาก ฉากรู น็อตตัวผู้ + น็อตตัวเมีย น็อตประกอบชั้นวาง ฉากประกอบชั้นวาง	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		
24202805613	(3ชิ้น/แผง) บานพับ บานพับประตู สเตนเลส แท้ 4 x 3 นิ้ว หนา2มิล แหวนลูกปืน พร้อมน็อต ทนทาน	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน	LM(แอลเอ็ม)	
25857043337	น็อต สกรู เกลียวปล่อย #10 หัวเตเปอร์ F ยกกล่อง เกลียวเหล็ก	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		#10 x 3" / #10 x 5/8" / #10 x 3/4" / #10 x 1" / #10 x1.1/4" / #10 x 1.1/2" / #10 x 2" / #10 x 2.1/2"
24007163913	น็อต สกรู เกลียวปล่อย #12 หัวเตเปอร์ F ยกกล่อง เกลียวเหล็ก	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		#12 x 3/4" / #12 x 1" / #12 x 1.1/4" / #12 x 1.1/2" / #12 x 2" / #12 x 2.1/2" / #12 x 3"
24357042130	น็อต สกรู เกลียวปล่อย #4 หัวเตเปอร์ F ยกกล่อง เกลียวเหล็ก	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		#4 x 5/8" / #4 x 3/4" / #4 x 1" / #4 x 3/8" / #4 x 1/2"
24257043084	น็อต สกรู เกลียวปล่อย #6 หัวเตเปอร์ F ยกกล่อง เกลียวเหล็ก	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		#6 x 3/8" / #6 x 1/2" / #6 x 5/8" / #6 x 3/4" / #6 x 1" / #6 x 1.1/4" / #6 x 1.1/2" / #6 x 2"
25457048016	น็อต สกรู เกลียวปล่อย #7 หัวเตเปอร์ F ยกกล่อง เกลียวเหล็ก	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		#7 x 3" / #7 x 2.1/2" / #7 x 2" / #7 x 1/2" / #7 x 5/8" / #7 x 1.1/4" / #7 x 3/4" / #7 x 1.1/2" / #7 x 1"
25107048145	น็อต สกรู เกลียวปล่อย #8 หัวเตเปอร์ F ยกกล่อง เกลียวเหล็ก	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		#8 x 3/4" / #8 x 1.1/4" / #8 x 1/2" / #8 x 5/8" / #8 x 1.1/2" / #8 x 2" / #8 x 3" / #8 x 1" / #8 x 2.1/2"
20895726914	บานพับ บานพับประตู สเตนเลส แท้ 4 x 3 นิ้ว หนา2มิล แหวนลูกปืน พร้อมน็อต ทนทาน	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน	LM(แอลเอ็ม)	
27452261520	**ยกกล่อง 1กุรุส** ตะขอตรากระต่ายตัว C เกลียวปล่อย สกรู ที่แขวนรูปตัวซี แขวนผ้า แขวนของ ชุบขาว (144ตัว)	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		1.1/2 นิ้ว / 2 นิ้ว / 3/4(6หุุน) / 1 นิ้ว / 1.1/4 นิ้ว
27202261208	**ยกกล่อง1กุรุส** ตะขอตรากระต่ายตัว L เกลียวปล่อย สกรู ที่แขวนรูปตัวแอล แขวนผ้า แขวนของ ชุบขาว (144ตัว)	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		2 นิ้ว / 3/4(6หุน) / 1 นิ้ว / 1.1/4 นิ้ว / 1.1/2 นิ้ว
25073646192	**ยกกล่อง** เกลียวเร่ง TURN BACKLE ผลิตจากเหล็กเหนียวอย่างดี ตะขอ ตะขอยึด เกลียวเร่ง 1/4,5/16,3/8 เกลียวเร่งแบน	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน	Pansiam(แพนสยาม)	5/16" / 3/8" / 1/4"
12185399055	สกรูไดวอล Screw Drywall สกรูไดวอล์ สกรูดำ สกรูยิงฝ้า สกรูดำชุบแข็ง เกลียวปล่อย มี 4 ขนาดให้เลือก คุณภาพดี	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	น็อต-สกรู-แหวน		ไดวอล 6 x 1 1/4”- / ไดวอล 6 x 1 1/2” / ไดวอล 6 x 1 1/4” / ไดวอล 6 x 2” / ไดวอล 6 x 3/4” / ไดวอล 6 x 1”
26303511049	(1ม้วน) สายรัด สายรัดพลาสติก สายรัดกล่อง สีดำ 5KG แข็งแรงสูงใช้รัดกล่องสินค้ารับน้ำหนักได้ดี ยาว 175เมตร	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	พุก-เคเบิ้ลไทร์-กิ๊บรัด		
27415623836	เคเบิ้ลไทร์ หนวดกุ้ง Cable Tie สายรัด ถุง100เส้น 4”,6”,8”,10”,12”	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	พุก-เคเบิ้ลไทร์-กิ๊บรัด		ขาว,4" / ดำ,12" / ดำ,4" / ขาว,12" / ขาว,6" / ดำ,10" / ขาว,8" / ขาว,10" / ดำ,6" / ดำ,8"
13025149323	เคเบิ้ลไทร์ หนวดกุ้ง Cable Tie สายรัด หนามาก ถุง100เส้น 4”,6”,8”,10”,12”	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	พุก-เคเบิ้ลไทร์-กิ๊บรัด		ขาว,10” / ขาว,6” / ดำ,4” / ดำ,8” / ดำ,6” / ดำ,10” / ขาว,12” / ขาว,8” / ขาว,4” / ดำ,12”
13436506526	พุกพลาสติก **10ชิ้น ยกแผง** พร้อมน๊อต เบอร์ 5,6,7,8 และ 10 ตรา PHOENIX (ราคาต่อ 1 แผง) พุ๊กพลาสติก ปุ๊ก	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	พุก-เคเบิ้ลไทร์-กิ๊บรัด		8 / 10 / 5 / 6 / 7
10505630882	พุกพลาสติก พร้อมน๊อต เบอร์ 5,6,7,8 และ 10 ตรา PHOENIX (ราคาต่อ 1 แผง) พุ๊กพลาสติก ปุ๊ก	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	พุก-เคเบิ้ลไทร์-กิ๊บรัด		7 / 8 / 10 / 5 / 6
13511541034	พุกพลาสติก พุ๊ก ปุ๊ก กล่องเขียว M5 M6 M7 M8 M10 ราคาถูกสุด!	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	พุก-เคเบิ้ลไทร์-กิ๊บรัด		#6 / #7 / #8 / #10 / #5
19984757807	พุกเหล็ก ปุ๊กเหล็ก *ยกกล่อง* สตั๊ดโบล์ท ST ทุกขนาด 3/16" 1/4" 5/16" 3/8" 1/2" 5/8" ชุบรุ้งป้องกันสนิม หกเหลี่ยม มีเขี้ยว	น็อต-สกรู-ตะปู-อุปกรณ์ยึด	พุก-เคเบิ้ลไทร์-กิ๊บรัด		ปุ๊กเหล็ก 5/16" / ปุ๊กเหล็ก 3/8" / ปุ๊กเหล็ก 1/2" / ปุ๊กเหล็ก 5/8" / ปุ๊กเหล็ก 3/16" / ปุ๊กเหล็ก 1/4"
41410358059	(เด็ดอ้วน) พริกแห้ง จินดาเด็ด 1-2กิโลกรัม เม็ดอวบ ทำน้ำพริก ทำพริกแกง ป่น และ อาหารอื่นๆ	เบ็ดเตล็ด	อื่น ๆ		1 กิโล / 2 กิโล
22137870903	ล้อรถเข็นยาง ล้อแม็กรถเข็น ล้อยาง อะไหล่ล้อรถ ล้ออุตสาหกรรมทุกชนิด	เบ็ดเตล็ด	อื่น ๆ		6" นิ้ว / 8" นิ้ว / 10" นิ้ว / 12" นิ้ว / 14" นิ้ว- / 14" นิ้ว
23254274614	ล้อรถเข็น ล้อยาง​ ISO:9001 หมุนได้ หมุนไม่ได้ ล้อเป็น รถเข็นของ​ ยูริเทน ผลิตในไทย	เบ็ดเตล็ด	อื่น ๆ		ล้อยางหมุนได้+มีเบรค,3นิ้ว / ล้อยางหมุนได้,5นิ้ว / ล้อยางหมุนได้+มีเบรค,4นิ้ว / ล้อยางหมุนได้,6นิ้ว / ล้อยางหมุนได้+มีเบรค,6นิ้ว / ล้อยางหมุนได้,4นิ้ว / ล้อยางหมุนไม่ได้,6นิ้ว / ล้อยางหมุนไม่ได้,8นิ้ว / ล้อยางหมุนไม่ได้,5นิ้ว / ล้อยางหมุนได้+มีเบรค,8นิ้ว / ล้อยางหมุนได้+มีเบรค,5นิ้ว / ล้อยางหมุนไม่ได้,3นิ้ว / ล้อยางหมุนได้,3นิ้ว / ล้อยางหมุนได้,8นิ้ว / ล้อยางหมุนไม่ได้,4นิ้ว
21247058882	ลูกแบดมินตัน ลูกแบตมินตัน EPISODE พรีเมี่ยม หลอดสีทอง/น้ำเงิน สปีด 76	เบ็ดเตล็ด	อื่น ๆ	Episode(แอพพิโสด)	ทองPremium / น้ำเงิน
25128572173	(1ชุด) ดอกสว่านสเต็ป 3ตัวชุด เจดีย์ ดอกสเต็ป ทรงเจดีย์ เจาะขยาย คว้านรู คุณภาพ คุ้มค่า คุ้มราคา	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ดอกสว่าน-ดอกไขควง-ลูกบ๊อก		
25228572557	(1แผง) ดอกไขควงลมสีทอง BOSCH แท้ 2x65mm ++ หัวแม่เหล็กชุบแข็งพิเศษ ของแท้100%	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ดอกสว่าน-ดอกไขควง-ลูกบ๊อก	Bosch	
23064201768	ชุดดอกไขควง ปลอกแม่เหล็ก ดอกไขควงแฉก 2หัว วัสดุเกรด S2 ดอกไขควงลม หัวแม่เหล็กแรงสูง	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ดอกสว่าน-ดอกไขควง-ลูกบ๊อก		สีเงิน / สีทอง
8458929814	บล็อคชุดเยอรมัน 95 ตัวชุด “META” ถูกที่สุดช	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ดอกสว่าน-ดอกไขควง-ลูกบ๊อก		
27552255626	**ยกกล่อง100ดอก** ดอกไขควง​ลม ​VESSEL PH2X65mm GM-A14 ​สี่แฉก ​ สีทอง​ ดอกไขควงลม​ ดอกไขควง​ ญี่ปุ่นแท้​ คุณภาพดี	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ดอกสว่าน-ดอกไขควง-ลูกบ๊อก		
29252256251	(ยกแผง10ดอก) ดอกไขควงลมสีเงิน WIHA #2x65mm. สี่แฉก สองปลาย ยาว ปลายแม่เหล็ก ทนสุดๆ ยี่ห้อเยอรมัน	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ดอกสว่าน-ดอกไขควง-ลูกบ๊อก	Wiha	
26302251334	(ยกแพ็ค10ดอก) ดอกไขควง​ลม ​VESSEL PH2X65mm GM-A14 ​สี่แฉก ​ สีทอง​ ดอกไขควงลม​ ดอกไขควง​ ญี่ปุ่นแท้​ คุณภาพดี	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ดอกสว่าน-ดอกไขควง-ลูกบ๊อก		
21304404762	หัวไขควงลมแม่เหล็ก ดอกไขควง 2 หัว 10 ดอก ชุบกันสนิม Nickle Plated วัสดุเหล็กแข็ง S2 PH2	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ดอกสว่าน-ดอกไขควง-ลูกบ๊อก		
24270885009	โฮลซอเจาะคอนกรีต กระบอกเพชร ชุดดอกสว่าน ดอกโฮลซอเจาะปูน กำแพง อิฐบล็อก หินอ่อน กระเบื้อง ติดคาร์ไบด์ แกนกระแทก SDS Plus	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ดอกสว่าน-ดอกไขควง-ลูกบ๊อก	Meta(เมต้า)	4" 102mm x 160mm / 1" 25mm x 160mm / 1.1/4" 32mm x 160mm / 1.1/2" 38mm x 160mm / 2" 51mm x 160mm / 2.1/2" 63mm x 160mm / 3" 76mm x 160mm
27302615993	(1ใบ) ใบเจียร MAKITA 4นิ้ว หินเจียร ใบขัด ของแท้ ราคาถูก อย่างดี เจียร ขัด เหล็ก สนิม ลับคม คุณภาพดี	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร	Makita	เจียบาง4x2/1 ใบ / เจียหนา4x6/1 ใบ
27852260557	(1ใบ) ใบตัด 4นิ้ว ตราเสือ ใบตัด ใบตัดเหล็ก ใบตัดสแตนเลส สำหรับงานสเตนเลส และโลหะทั่วไป เกรด A คุณภาพดี	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร		
18384770774	(1ใบ) ใบตัดเหล็ก ตัดสแตนเลส แผ่นตัดเหล็ก ไฟเบอร์ ใบตัด 4 นิ้ว ทนทาน คม กล่องละ 50ใบ	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร	LM(แอลเอ็ม)	
23264431449	( 1 แผ่น ) ใบตัดเหล็ก 14 นิ้ว COROLLA สีเขียว ตัดเหล็ก ตัดสแตนเลส บาง 2.5 MM	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร		
25626394642	(1แผ่น) ใบตัดเหล็ก สแตนเลส POWERTEX รุ่น GREEN ใบบาง 2.5mm ขนาด 14นิ้วใช้กับแท่นตัด ตัดเร็ว/ไม่แตกหักง่าย	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร	Powertex(พาวเวอร์เทค)	
28151603804	( 1 แผ่น) แผ่นตัด MAKITA แท้ 4x1 นิ้ว E-03028 แผ่นตัดเหล็ก ตัดสแตนเลส ใบตัดเหล็ก คุณภาพดี	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร		
23882002771	*50ใบ ยกกล่อง* ใบตัดเหล็ก ตัดสแตนเลส แผ่นตัดเหล็ก ไฟเบอร์ ใบตัด 4 นิ้ว ทนทาน คม กล่องละ 50ใบ	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร	LM(แอลเอ็ม)	
26718544837	ชุดบาร์เลื่อยโซ่ 11.5 นิ้ว โซ่เลื่อยยนต์ บาร์เลื่อย ใส่กับหินเจียร เครื่องเจียร ลูกหมูขนาด 4 นิ้ว คุณภาพสูง	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร		
29853607528	ใบตัดเพชร 4" นิ้ว 10ร่อง ใบตัดกระเบื้อง ใบตัดปูน คอนกรีต ของแท้ แกร่ง ทน เพชรเยอะ	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร		
25932617862	ใบตัดเพชร 4" นิ้ว 10ร่อง **ยกกล่อง20ใบ** ใบตัดกระเบื้อง ใบตัดปูน คอนกรีต ของแท้ แกร่ง ทน เพชรเยอะ	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร		
24332620349	ใบตัดเพชร 4" นิ้ว 3in1 ใบตัดกระเบื้อง ใบตัดปูน คอนกรีต ของแท้ แกร่ง ทน เพชรเยอะ	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร		
24209750954	ใบตัดหญ้า ใบวงเดือนตัดหญ้า ใบมีดตัดหญ้า แบบลับคมได้ แบบมีติดเล็บ	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร		10นิ้ว 30ฟัน / 10นิ้ว 40ฟัน / 10นิ้ว 16ฟัน **เล็บ* / 10นิ้ว 24ฟัน **เล็บ* / 10นิ้ว 30ฟัน **เล็บ* / 10นิ้ว 40ฟัน **เล็บ* / 10นิ้ว 16ฟัน / 10นิ้ว 24ฟัน
28563362060	ใบมีดตัดข้าว ใบตัดข้าว ตัดหญ้า ขนาด 18 20 22นิ้ว MARTEC ใบมีด ตัดข้าว คม แข็งแรง	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร		20 นิ้ว / 22 นิ้ว / 18 นิ้ว
25952526016	ใบมีดตัดหญ้า ใบตัดหญ้า ขนาด 12" 14" 16" 18" นิ้ว MARTEC ใบมีดคมมาก แข็งแรง ทนทาน	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร	Martec(มาร์เทค)	18นิ้ว (18Inch) / 12นิ้ว (12Inch) / 14นิ้ว (14Inch) / 16นิ้ว (16Inch)
27501603619	**ยกกล่อง10แผ่น** แผ่นตัด MAKITA แท้ 4x1 นิ้ว E-03028 แผ่นตัดเหล็ก ตัดสแตนเลส ใบตัดเหล็ก คุณภาพดี	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร		
27302610640	**ยกกล่อง1กล่อง** ใบเจียร MAKITA 4นิ้ว หินเจียร ใบขัด ของแท้ ราคาถูก อย่างดี เจียร ขัด เหล็ก สนิม ลับคม คุณภาพดี	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร	Makita	เจียหนา4"x6 /25ใบ / เจียบาง4"x2 /50ใบ
28503608414	**ยกกล่อง20ใบ** ใบตัดเพชร 4" นิ้ว 3in1 ใบตัดกระเบื้อง ใบตัดปูน คอนกรีต ของแท้ แกร่ง ทน เพชรเยอะ	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร		
25026396687	**ยกกล่อง25 แผ่น** ใบตัดเหล็ก สแตนเลส POWERTEX รุ่น GREEN ใบบาง 2.5mm ขนาด 14นิ้วใช้กับแท่นตัด ตัดเร็ว/ไม่แตกหักง่าย	ใบตัด-ดอกสว่าน-อะไหล่เครื่องมือ	ใบตัด-ใบเจียร	Powertex(พาวเวอร์เทค)	
